size,model,embedding,tissue,seed,shuffled,acc,precision,recall,f1
small,lightgbm,gpn,Esophagus_Mucosa,510,no,0.6,0.62,0.47,0.54
small,random forest,gpn,Esophagus_Mucosa,510,no,0.53,0.52,0.42,0.47
small,knn,gpn,Esophagus_Mucosa,510,no,0.48,0.45,0.23,0.31
small,svm,gpn,Esophagus_Mucosa,510,no,0.51,0.0,0.0,0.0
middle,xgboost,gpn,Esophagus_Mucosa,510,no,0.51,0.4,0.5,0.44
middle,lightgbm,gpn,Esophagus_Mucosa,510,no,0.57,0.46,0.7,0.56
middle,random forest,gpn,Esophagus_Mucosa,510,no,0.5,0.4,0.65,0.5
middle,knn,gpn,Esophagus_Mucosa,510,no,0.38,0.38,1.0,0.55
middle,svm,gpn,Esophagus_Mucosa,510,no,0.51,0.44,1.0,0.61
large,xgboost,gpn,Esophagus_Mucosa,510,no,0.61,0.53,0.67,0.59
large,lightgbm,gpn,Esophagus_Mucosa,510,no,0.65,0.57,0.7,0.63
large,random forest,gpn,Esophagus_Mucosa,510,no,0.6,0.52,0.73,0.6
large,knn,gpn,Esophagus_Mucosa,510,no,0.46,0.4,0.58,0.48
large,svm,gpn,Esophagus_Mucosa,510,no,0.56,0.49,0.94,0.64
small,xgboost,gpn,Esophagus_Mucosa,1030,no,0.55,0.69,0.37,0.48
small,lightgbm,gpn,Esophagus_Mucosa,1030,no,0.44,0.5,0.29,0.36
small,random forest,gpn,Esophagus_Mucosa,1030,no,0.41,0.45,0.2,0.28
small,knn,gpn,Esophagus_Mucosa,1030,no,0.46,0.66,0.08,0.14
small,svm,gpn,Esophagus_Mucosa,1030,no,0.44,0.0,0.0,0.0
middle,xgboost,gpn,Esophagus_Mucosa,1030,no,0.57,0.55,0.64,0.59
middle,lightgbm,gpn,Esophagus_Mucosa,1030,no,0.53,0.52,0.52,0.52
middle,random forest,gpn,Esophagus_Mucosa,1030,no,0.48,0.45,0.44,0.44
middle,knn,gpn,Esophagus_Mucosa,1030,no,0.48,0.48,0.96,0.64
middle,svm,gpn,Esophagus_Mucosa,1030,no,0.53,0.51,1.0,0.67
large,xgboost,gpn,Esophagus_Mucosa,1030,no,0.64,0.64,0.74,0.68
large,lightgbm,gpn,Esophagus_Mucosa,1030,no,0.69,0.67,0.81,0.73
large,random forest,gpn,Esophagus_Mucosa,1030,no,0.66,0.66,0.74,0.7
large,knn,gpn,Esophagus_Mucosa,1030,no,0.45,0.48,0.39,0.43
large,svm,gpn,Esophagus_Mucosa,1030,no,0.65,0.63,0.83,0.72
small,xgboost,gpn,Heart_Left_Ventricle,17,no,0.56,0.57,0.78,0.66
small,lightgbm,gpn,Heart_Left_Ventricle,17,no,0.52,0.55,0.71,0.62
small,random forest,gpn,Heart_Left_Ventricle,17,no,0.44,0.5,0.64,0.56
small,knn,gpn,Heart_Left_Ventricle,17,no,0.56,0.56,1.0,0.71
small,svm,gpn,Heart_Left_Ventricle,17,no,0.6,0.58,1.0,0.73
middle,xgboost,gpn,Heart_Left_Ventricle,17,no,0.57,0.5,0.63,0.56
middle,lightgbm,gpn,Heart_Left_Ventricle,17,no,0.42,0.33,0.36,0.34
middle,random forest,gpn,Heart_Left_Ventricle,17,no,0.46,0.38,0.45,0.41
middle,knn,gpn,Heart_Left_Ventricle,17,no,0.46,0.28,0.18,0.22
middle,svm,gpn,Heart_Left_Ventricle,17,no,0.42,0.33,0.36,0.34
large,xgboost,gpn,Heart_Left_Ventricle,17,no,0.75,0.86,0.71,0.78
large,lightgbm,gpn,Heart_Left_Ventricle,17,no,0.61,0.68,0.71,0.7
large,random forest,gpn,Heart_Left_Ventricle,17,no,0.68,0.76,0.71,0.74
large,knn,gpn,Heart_Left_Ventricle,17,no,0.4,0.54,0.46,0.5
large,svm,gpn,Heart_Left_Ventricle,17,no,0.63,0.63,1.0,0.77
